domain,window,cohort,avg_specificity,client_keys,demonstrated_combo,demonstrated_depth,hhi_channel,hhi_craft,hhi_geo,hhi_industry,hhi_job,hhi_model,hhi_stage,inc_n_stated_channel,inc_n_stated_craft,inc_n_stated_geo,inc_n_stated_industry,inc_n_stated_job,inc_n_stated_model,inc_n_stated_stage,inc_top1_channel,inc_top1_craft,inc_top1_geo,inc_top1_industry,inc_top1_job,inc_top1_model,inc_top1_stage,n_anonymous_rows,n_carried,n_case_rows,n_distinct_clients,n_dropped,n_new_clients,n_stated_channel,n_stated_craft,n_stated_geo,n_stated_industry,n_stated_job,n_stated_model,n_stated_stage,pivot_year,share_full_page,share_numeric,top1_channel,top1_craft,top1_geo,top1_industry,top1_job,top1_model,top1_stage,topbucket_channel,topbucket_craft,topbucket_geo,topbucket_industry,topbucket_job,topbucket_model,topbucket_stage,truncated
driebit.nl,today,narrower,1.0,atlasofmutualheritage;canonvannederland;collectiegelderland;designacademyeindhoven;joodsmonument;kenniscloud;nederlandsopenluchtmuseum;nieuwsbegrip;openresearchamsterdam,craft+geo,2,,0.375,0.556,,,,,,,,,,,,,,,,,,,0,,12,9,,,0,4,3,0,0,0,0,2020,0.0,0.0,,0.5,0.667,,,,,,Website & webdesign,Nederlandse stad of plaats,,,,,True
nofie.nl,before,control,1.025,abeelenbouwnl;addstringcom;administratiekantoorinbalans;alex;arganian;bagelsvillage;blinktfacilities;bonnklusdakonderhoud;bouguitetransport;bouwonderhoud;bozyelstukadoorsbedrijf;brandned;brasserieoostpleinnl;brosecurityenservices;byelena;carunion;centraalpromotiepunt;chickenvegancorner;cisstransportlogistics;cityhoesjenl;coloursschildersbedrijf;desalesadviseur;desieradenconcurrent;directwerkzorg;djtdejuistetoon;equusmo;essencehealinggouda;eunaturalstones;findyourtrainer;flexdriveautoverhuur;florinsdelicatesse;geriatandyoungpeople;glowmax;goudsetaxicentrale;goudsevis;gsmplus;hamberzorg;headspacestation;hetzwembadnl;hicham;hoogeveenenautosnl;ilonaevers;jouwautoinkopernl;kindouderleerlingbegeleiding;lavidaparfum;makaashandel;makeupbyou;milouda;mobilefashioncity;mobino;mondhyginistedongen;mounia;nllogistics;pomeraniandroom;ppfashion;ramoud;redouan;rijschoolmodulesslagenmaar;rijschoolwowa;rjbvservices;sandraschoonhagen;sipass;soccerlifestyleacademy;solutionlabnl;sportenbuitendelijnennl;staffmore;staffsupply;stichtingzwembadmidwoud;studentenstad;sweetsmarket;tatjanasbeautysalon;tebar;tom;toptafels;uitzendbureaublits;virgil;voedingscoachjg;xlearning;ydrinstallatietechnieknl,craft,1,1.0,0.429,,0.5,1.0,1.0,,,,,,,,,,,,,,,,0,,79,79,,,2,7,0,2,1,1,0,2025,0.0,0.0,1.0,0.571,,0.5,1.0,1.0,,Website & CMS,Website & webdesign,,"Staffing, recruitment & HR",Naamsbekendheid & zichtbaarheid,Webshop consumenten (D2C),,False
leadi.nl,before,narrower,2.6,certoprojectstoffering;corksol;forp;planeka;shadowart,craft,1,0.36,0.44,,0.5,1.0,,1.0,,,,,,,,,,,,,,,1,,12,5,,,5,5,0,2,2,0,1,2023,0.4,0.8,0.4,0.6,,0.5,1.0,,1.0,SEO & organische vindbaarheid,Online adverteren (paid ads),,"Staffing, recruitment & HR","Meer leads, aanvragen & verkoop",,Startup / jong / groeiend,True
geurtsniek,today,original340,1.0,bavaria;cltmetalservice;dinnissenprocesstechnology;dynamiekscholengroep;energiq;frankortkoning;gemeentehorstaandemaas;gildeopleidingen;jumbophicoop;komzorgendan;limgroup;regioplus;tgasthos;verhaag,,0,,0.174,,,1.0,,,,,,,,,,,,,,,,,0,,16,14,,,0,11,0,0,1,0,0,,0.0,0.0,,0.273,,,1.0,,,,Campagnes & creatieve concepten,,,"Merk, huisstijl & verhaal",,,True
gijsmoonen,today,original340,1.0,airbnb;eurostar;netflix;porsche;snapchat,,0,,,,,,,,,,,,,,,,,,,,,,0,,5,5,,,0,0,0,0,0,0,0,,0.0,0.0,,,,,,,,,,,,,,,True
hansboersma,today,original340,1.588,bunzlfoodservice;dewijnschuur;digitalcustomercare;fireservicerota;floorstyling;houthal15;houthandeldronten;juizs;kwekkeboom;mikasasports;mostdekens;motosinghelbrecht;rentnetcomputerverhuur;seapalace;sociaict;stoerhouthetgooi;womanizer,job+channel+model,3,0.57,0.26,0.5,0.5,0.625,0.52,,,,,,,,,,,,,,,,0,,40,17,,,11,17,2,2,4,5,0,,0.059,0.412,0.727,0.412,0.5,0.5,0.75,0.6,,SEO & organische vindbaarheid,Website & webdesign,Specifiek buitenland,"Software, IT & telecom",Beter vindbaar in Google,Webshop consumenten (D2C),,False
hansbuis,today,original340,1.0,amsteldental;beefoundation;drmelius;jannedevette;minc;ninacare;weneedit,channel,1,1.0,0.333,,,,,,,,,,,,,,,,,,,,7,,19,7,,,4,3,0,0,0,0,0,,0.0,0.0,1.0,0.333,,,,,,SEO & organische vindbaarheid,Content & copywriting,,,,,,True
mensch-amsterdam.com,before,narrower,1.0,bigbazar;bnpparibasobam;denationaleombudsman;editienl;ncc;pelsrijcken;prinsesbeatrixspierfonds;seedvalley,,0,,,,,,,,,,,,,,,,,,,,,,0,,8,8,,,0,0,0,0,0,0,0,2018,0.0,0.0,,,,,,,,,,,,,,,False
mensch-amsterdam.com,after,narrower,1.0,artis;bigbazar;denationaleombudsman;ecn;editienl;fwg;ggzdelfland;ltp;ncc;nep;nysingh;oxfamnovib;parknow;pelsrijcken;prinsbernhardcultuurfonds;progressionalpeople;regioplus;seedvalley;verus,,0,,1.0,,,,,,0,1,0,0,0,0,0,,1.0,,,,,,1,6,20,19,2,13,0,1,0,0,0,0,0,2018,0.0,0.0,,1.0,,,,,,,Campagnes & creatieve concepten,,,,,,False
metmotion.nl,before,control,2.235,antea;buckaroo;cycling4climate;dancecyborg;dewaard;dhlexpress;experiencedata;livera;marisprojects;spelenderwijsutrecht;sportlife;tecnoteam;tkiurbanenergy;umc;venco;volksgezondheidutrecht;yanmar,craft+channel,2,0.375,0.359,0.265,0.16,0.183,0.5,1.0,,,,,,,,,,,,,,,7,,31,17,,,4,16,7,9,13,2,1,2023,0.529,0.176,0.5,0.562,0.286,0.222,0.308,0.5,1.0,Multi-channel & omnichannel,"Video, animatie & fotografie",Nederland plus buurlanden,"Energy, utilities & environment",Content & creatieve productie,Gemengd,Groot / corporate / marktleider,True
lesupermarche.nl,before,control,1.0,bmw;marathonrotterdam;nudeal;osb;unievanwaterschappen;urbanarrow,craft,1,,0.722,,,,,,,,,,,,,,,,,,,,0,,6,6,,,0,6,0,0,0,0,0,2024,0.0,0.0,,0.833,,,,,,,"Grafisch ontwerp, drukwerk & print",,,,,,False
vdveer.nl,before,control,1.333,cercocaff;fitpiggy;stonedamsterdam,craft,1,0.5,0.556,,1.0,,1.0,,,,,,,,,,,,,,,,0,,6,3,,,2,3,0,1,0,2,0,2025,0.0,0.0,0.5,0.667,,1.0,,1.0,,Webshop & e-commerceplatform,Branding & huisstijl,,"Food, beverage & agriculture",,Webshop consumenten (D2C),,False
jairo-bisschop,today,original340,2.0,zomerspectakel,,0,,,,,,,,,,,,,,,,,,,,,,8,,11,1,,,0,0,0,0,0,0,0,,0.0,1.0,,,,,,,,,,,,,,,False
jarik-oosting,today,original340,1.273,arlafoods;autocircuit;cannacabana;goedkoopisolatiemateriaalnl;goudonline;goudonlinenl;homediq;ilovespeelgoednl;kurk24;loodsxl;monkeydonky;payt;peterprint;renson;simplicate;soundimports;springcastfm;supspace;thealphamen;vkameducation;wefact;yezzer,craft+job+model+geo,4,1.0,0.391,0.355,0.2,0.66,0.488,1.0,,,,,,,,,,,,,,,0,,44,22,,,1,19,11,5,10,11,1,,0.0,0.045,1.0,0.526,0.545,0.2,0.8,0.636,1.0,Webshop & e-commerceplatform,SEO & vindbaarheid,Nederland plus buurlanden,Education & childcare,Beter vindbaar in Google,Webshop consumenten (D2C),Omvang in cijfers,True
jasper-roks-b4819b15,today,original340,1.429,bouncebee;cappac;masterminds;ngarchitecten;nieuwegeneratiearchitecten;outofofficeteamtraining;spectrumvisie,craft,1,,0.556,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0,,9,7,,,0,3,1,1,1,0,0,,0.143,0.0,,0.667,1.0,1.0,1.0,,,,Strategie & advies,Europa,"Software, IT & telecom","Merk, huisstijl & verhaal",,,True
jeanhouben,today,original340,2.0,etex;ietkliniek;nederlandsedatabankgezelschapsdieren;overgewichtnederland,channel,1,0.556,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,1,,11,4,,,3,2,1,2,0,0,0,,0.0,0.5,0.667,0.5,1.0,0.5,,,,Social media organisch,Website & webdesign,Nederlandse stad of plaats,Healthcare & care,,,,True
jefderoode,today,original340,1.0,buurtcultuurfonds;commonground;energiesamen;gemeentecoevorden;gemeentezwolle;heijmans;libert;ltonoord;protoartdesignfestivalzwolle;rova;smaragd;spoorzonezwolle;stichtinglandschapsbeheergelderland;travers;vandercapellen;vogelbescherming;zwolsetheaters,geo,1,,0.333,0.68,,,,,,,,,,,,,,,,,,,0,,29,17,,,0,3,5,0,0,0,0,,0.0,0.0,,0.333,0.8,,,,,,"Online marketing, performance & CRO",Nederlandse stad of plaats,,,,,False
mattercontentagency.com,before,narrower,1.0,allerhande;aswatson;canonofthenetherlands;canonvannederland;delhaize;fnvyoungunited;gamma;mediamarkt;nationaleloterij;savory;vandenborre,craft,1,0.333,0.438,,,,,,,,,,,,,,,,,,,,3,,18,11,,,3,8,0,0,0,0,0,2025,0.0,0.0,0.333,0.625,,,,,,SEO & organische vindbaarheid,"Grafisch ontwerp, drukwerk & print",,,,,,True
mattercontentagency.com,after,narrower,1.25,allerhande;aswatson;delhaize;pfzw,,0,,0.5,,,,,1.0,0,1,0,0,0,0,0,,1.0,,,,,,0,3,4,4,8,1,0,2,0,0,0,0,1,2025,0.0,0.25,,0.5,,,,,1.0,,Apps & maatwerk platforms,,,,,Omvang in cijfers,True
mattmo.nl,before,narrower,1.217,abp;accell;azerion;basicfit;bme;brandtlevie;cartessutrecht;dezurestad;dutchcuisine;essent;fagron;forfarmers;kenniscentrumongelijkheid;koninklijkehaagschegolfcountryclub;northernwonder;nsi;ociglobal;ordina;postnl;rongastrobar;sro;uniwax;worldfoodcenter,craft,1,1.0,0.556,0.5,0.333,1.0,1.0,,,,,,,,,,,,,,,,1,,29,23,,,1,3,2,3,1,1,0,2024,0.043,0.043,1.0,0.667,0.5,0.333,1.0,1.0,,Social media organisch,"Grafisch ontwerp, drukwerk & print",Internationaal / wereldwijd,"Nonprofits, charities & associations",Naamsbekendheid & zichtbaarheid,Gemengd,,False
junnect.nl,after,control,1.524,39graden;anouksevents;autoservicehopman;avistaoil;cleijsen;cultuurverbindtroosendaalgemeenteroosendaalenanderen;deprinterstore;dwprefab;festivalopdegrens;flexfestival;gemeentevenlo;gspotfestival;hetwapenvanroosendaal;humansafetyalliance;hypoexpert;kunstbende;kunstbendenoordbrabant;lightinova;naampatch;stichtingcarnavalroosendaal;wubbenoil,industry+channel,2,0.344,0.14,0.333,0.625,0.5,1.0,,2,7,0,0,0,0,0,0.5,0.429,,,,,,0,13,42,21,1,8,8,20,3,4,2,1,0,2023,0.19,0.143,0.5,0.2,0.333,0.75,0.5,1.0,,Social media organisch,Website & webdesign,Heel Nederland (landelijk),"Media, culture & entertainment",Maatwerk software & efficiëntere processen,Dienstverleners,,True
webdesign-direct.nl,before,narrower,1.038,achrafh;bigline;brendam;dezeeuwtuinwerknl;dmsmedicaleunl;energievergelijkernet;familynutsnl;fietsdiscounternl;giftsnl;gordijnenenvloerenshopnl;h3cleaningnl;hetzonnedaknl;huisdierenverzekeringvergelijkernl;joukes;loopsandbarrelsnl;mastboschnl;neutralorganicnl;nickvandenb;ninstack;offerteaanvragennu;robins;rycetravelcom;sjoerdj;voedselbankz;witgoedr;witgoedrandstadnl,craft,1,0.5,0.722,,1.0,,,,,,,,,,,,,,,,,,0,,26,26,,,2,6,0,1,0,0,0,2025,0.0,0.0,0.5,0.833,,1.0,,,,Website & CMS,Website & webdesign,,"Construction, real estate & housing",,,,True
webdesign-direct.nl,after,narrower,1.167,giftsnl;mastboschnl;ninstack;offerteaanvragennu;techmatchers;witgoedrandstadnl,craft+channel,2,0.625,0.5,,1.0,,,,1,1,0,0,0,0,0,1.0,1.0,,,,,,0,5,6,6,21,1,4,6,0,1,0,0,0,2025,0.0,0.0,0.75,0.667,,1.0,,,,"SEA, display & overige paid advertising",Website & webdesign,,"Construction, real estate & housing",,,,False
strila.nl,before,narrower,1.087,apds;belangenverenigingpensioengerechtigden;burgerinitiatiefredzaam;decostonenatuursteen;degroeneflesrestaurant;denederlandschebank;dickhoffdesign;eenvistweevis;enterioramsterdam;freshlegend;happinezresearchamk;larissawiens;marthaase;martinpostma;pentainfrawebsite;sharivandenhout;starsstories;stefbais;stimio;syscomindustrialequipment;uitzendbureaugenuineflex;vintageaudiorepair;waterlandskrat,craft,1,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,0,,30,23,,,1,3,0,1,1,0,0,2020,0.043,0.0,1.0,1.0,,1.0,1.0,,,SEO & organische vindbaarheid,Website & webdesign,,Retail & e-commerce (general consumer goods),Website verouderd of nieuw nodig,,,True
studiobold.nl,before,control,1.0,deleeuwfotografie;denatuurenmilieufederaties;fysiocompany;kantoorinbeweging;ncacampagne;redsquare;someone;stoopinstallatiebedrijf;sugar;vandesande,,0,,1.0,,,,,,,,,,,,,,,,,,,,0,,10,10,,,0,2,0,0,0,0,0,2023,0.0,0.0,,1.0,,,,,,,"Grafisch ontwerp, drukwerk & print",,,,,,False
studiobold.nl,after,control,1.0,deleeuwfotografie;denatuurenmilieufederaties;fysiocompany;kantoorinbeweging;ncacampagne;redsquare;someone;stoopinstallatiebedrijf;sugar;vandesande,craft,1,,0.556,,,,,,0,0,0,0,0,0,0,,,,,,,,0,10,10,10,0,0,0,3,0,0,0,0,0,2023,0.0,0.0,,0.667,,,,,,,"Grafisch ontwerp, drukwerk & print",,,,,,False
wrkt.nl,after,narrower,2.0,feraggio;pighen;veddervedder,industry,1,,,1.0,1.0,,,,0,0,1,3,0,0,0,,,1.0,1.0,,,,0,0,3,3,0,3,0,0,1,3,0,0,0,2020,0.0,0.0,,,1.0,1.0,,,,,,Internationaal / wereldwijd,"Fashion, beauty & personal goods",,,,False
pixoyo.nl,after,control,1.0,yoursafe,,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,1,1,7,1,0,0,0,0,0,0,0,2023,0.0,0.0,,,,,,,,,,,,,,,False
playforward.nl,after,control,1.143,aclairshop;ambrero;andreaferreira;creonkozijnen;deschakel;flexim;heinzjankowsky;janarentsz;jildert;koks;matthiashaalstra;mikebakker;puckblommers;remcokroonsberg;reneegroot;sandrajans;sorgente;tebulorobotics;topcats;variopool;wdeleeuw,craft+channel,2,0.375,0.889,1.0,1.0,1.0,1.0,,4,17,1,1,1,1,0,0.5,0.941,1.0,1.0,1.0,1.0,,0,0,21,21,0,21,4,17,1,1,1,1,0,2023,0.0,0.095,0.5,0.941,1.0,1.0,1.0,1.0,,Offline media & events,"Video, animatie & fotografie",Nederlandse stad of plaats,Education & childcare,Webshop & online verkoop,Webshop consumenten (D2C),,True
strangelove.nl,before,narrower,1.5,bunzl;guideid,,0,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,0,,2,2,,,1,2,0,1,0,0,0,2023,0.0,0.0,1.0,0.5,,1.0,,,,"Content, video & PR",Content & copywriting,,"Hospitality, tourism, sports & recreation",,,,False
strangelove.nl,after,narrower,1.0,gooddays;kienhuislegal;olympischstadion,craft+channel,2,0.556,0.556,,,,,,3,3,0,0,0,0,0,0.667,0.667,,,,,,1,0,4,3,2,3,3,3,0,0,0,0,0,2023,0.0,0.0,0.667,0.667,,,,,,Website & CMS,Branding & huisstijl,,,,,,False
kaliber.net,before,control,3.0,san;slachtofferhulpnederland,,0,1.0,0.5,1.0,1.0,0.5,,1.0,,,,,,,,,,,,,,,0,,2,2,,,1,2,1,2,2,0,1,2025,1.0,0.0,1.0,0.5,1.0,1.0,0.5,,1.0,Multi-channel & omnichannel,Apps & maatwerk platforms,Heel Nederland (landelijk),"Nonprofits, charities & associations",Maatwerk software & efficiëntere processen,,Omvang in cijfers,False
isellevanginkel,today,original340,1.0,brewpubtroost;danielvandenheuvel;firstservicebusinessevents;maudvalstar;nathanvanbeelen;zoembike,,0,1.0,0.5,,,,,,,,,,,,,,,,,,,,0,,6,6,,,2,2,0,0,0,0,0,,0.0,0.0,1.0,0.5,,,,,,Social media organisch,Content & copywriting,,,,,,True
israelvanbedijk,today,original340,1.2,basecone;goelstinternational;iqselect;janaccountants;nederlandsebrandwondenstichting,,0,1.0,0.333,,,1.0,,,,,,,,,,,,,,,,,0,,5,5,,,2,3,0,0,1,0,0,,0.0,0.2,1.0,0.333,,,1.0,,,Website & CMS,"Outcome-verkoop (leads, omzet, groei)",,,"Merk, huisstijl & verhaal",,,False
ivanarndts,today,original340,1.48,armulux;boxchainge;bruis;burovanrooijen;curfsfysio;desnelleontruimers;dvspecialist;evisieconsultancy;joannaswiniarska;kasteellimbricht;kevinvanrijt;klementrentmeesters;koenraads;kossonutrition;lestables;miekevanwersch;mikspelenderwijs;rijschoolkwaliteiteindhoven;rotinteriordesign;souldrive;sunshinesittard;talent;wijmakelaars;wycknotarissen;xtrnit,craft+channel+geo,3,0.792,0.413,0.5,0.18,0.5,,1.0,,,,,,,,,,,,,,,0,,36,25,,,17,24,6,10,2,0,1,,0.0,0.08,0.882,0.583,0.5,0.3,0.5,,1.0,SEO & organische vindbaarheid,Website & webdesign,Regionaal (binnen Nederland),"Hospitality, tourism, sports & recreation",Naamsbekendheid & zichtbaarheid,,Omvang in cijfers,True
jaap-wigbout,today,original340,1.333,bramhein;rubenalmar;unnamed,,0,,,,1.0,,,,,,,,,,,,,,,,,,6,,12,3,,,0,0,0,1,0,0,0,,0.0,0.0,,,,1.0,,,,,,,"Fashion, beauty & personal goods",,,,False
vertigo6.nl,before,narrower,1.0,logitechg;trekbikes,,0,1.0,0.5,,,,,,,,,,,,,,,,,,,,0,,3,2,,,1,2,0,0,0,0,0,2023,0.0,0.0,1.0,0.5,,,,,,Social media organisch,Campagnes & creatieve concepten,,,,,,False
vertigo6.nl,after,narrower,1.75,easports;electronicarts;friendlyfire;logitech;mga;mygames;oneplus;ottosimon,channel,1,0.375,0.5,1.0,,,,,1,2,0,0,0,0,0,1.0,0.5,,,,,,0,0,14,8,2,8,4,2,1,0,0,0,0,2023,0.0,0.75,0.5,0.5,1.0,,,,,Offline media & events,Campagnes & creatieve concepten,Nederland plus buurlanden,,,,,True
vizien.nl,before,narrower,1.176,abenahealthcare;bhbovernamesenadvies;caravanasibiza;connectrecruitment;deschilders;devoordeligstedeurwaarder;drukvandeketel;fusernetservices;gastvrijhorecauitzendbureau;marcvancreijmuziektheater;mariskadejong;merlijn;metdranknl;modulnovaflagshipstore;praktijkpietersen;restaurantlemridien;stateofexcellence,,0,0.5,0.333,,0.5,,,,,,,,,,,,,,,,,,0,,21,17,,,2,3,0,2,0,0,0,2023,0.0,0.059,0.5,0.333,,0.5,,,,SEO & organische vindbaarheid,Website & webdesign,,"Hospitality, tourism, sports & recreation",,,,True
labdigital.nl,after,narrower,1.091,agradi;danone;frasers;glendimplex;heijmans;knivestools;louwman;machalliance;slbdiensten;springgds;zeeman,,0,0.25,0.256,1.0,1.0,,1.0,,4,10,2,0,0,1,0,0.25,0.4,1.0,,,1.0,,0,1,16,11,1,10,4,11,2,1,0,1,0,2023,0.0,0.0,0.25,0.364,1.0,1.0,,1.0,,Multi-channel & omnichannel,Website & webdesign,Internationaal / wereldwijd,"Food, beverage & agriculture",,Zakelijke afnemers (B2B),,False
fransswarttouw,today,original340,1.0,nprc,,0,,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,0,0,0,0,0,0,0,,0.0,0.0,,,,,,,,,,,,,,,False
friendsagency.com_405,today,original340,1.0,bij1;comensha;festivaloudemuziekutrecht;mondmaskerfabriek;pridejuice;queergym;sociaaladvocatenrotterdam;wsprijnmond,,0,,1.0,,,,,,,,,,,,,,,,,,,,4,,13,8,,,0,2,0,0,0,0,0,,0.0,0.0,,1.0,,,,,,,Campagnes & creatieve concepten,,,,,,False
gadgetbaas,today,original340,2.0,damtotdamloop;flevoziekenhuis;gemeentealmere;warnerbros,geo,1,,,0.556,0.333,,,,,,,,,,,,,,,,,,0,,4,4,,,0,0,3,3,0,0,0,,0.0,0.25,,,0.667,0.333,,,,,,Nederlandse stad of plaats,Government & public sector,,,,True
gbuskes,today,original340,1.333,deleistert;rotocoat;vanboxtel,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,0,,5,3,,,0,2,0,1,0,0,0,,0.0,0.0,,1.0,,1.0,,,,,Employer branding & recruitment,,"Hospitality, tourism, sports & recreation",,,,False
geertgroot,today,original340,1.0,072design,,0,1.0,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,1,0,0,0,0,0,0,,0.0,0.0,1.0,,,,,,,"SEA, display & overige paid advertising",,,,,,,False
likehoney.nl,before,control,1.333,debijenkorf;detron;riksjatravel,craft,1,0.5,0.556,,,,,,,,,,,,,,,,,,,,0,,3,3,,,2,3,0,0,0,0,0,2022,0.0,0.333,0.5,0.667,,,,,,Social media organisch,"Outcome-verkoop (leads, omzet, groei)",,,,,,False
likehoney.nl,after,control,1.333,debijenkorf;detron;riksjatravel,craft,1,0.5,0.556,,,,,,0,0,0,0,0,0,0,,,,,,,,6,3,9,3,0,0,2,3,0,0,0,0,0,2022,0.0,0.333,0.5,0.667,,,,,,Social media organisch,"Outcome-verkoop (leads, omzet, groei)",,,,,,True
lime-c.nl,before,narrower,1.25,abbott;brainnet;mogelijkvastgoefinancieringen;proeducation,craft,1,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,0,,5,4,,,0,4,0,1,1,0,0,2025,0.0,0.0,,1.0,,1.0,1.0,,,,"Grafisch ontwerp, drukwerk & print",,Business & professional services,Bewustwording & gedragsverandering,,,False
nodefy.nl,after,control,1.0,displine;frankyamsterdam;stories;tourstickets;unityunits,model,1,,,,,,1.0,,0,0,0,0,0,3,0,,,,,,1.0,,0,0,10,5,0,5,0,0,0,0,0,3,0,2025,0.0,0.0,,,,,,1.0,,,,,,,Webshop consumenten (D2C),,True
thabasco.nl,after,control,2.8,biobizzworldwideorganics;janluppesinterieurs;provinciegroningen;reinadvocatenenadviseurs;ttcircuitassen,craft,1,,0.44,0.5,0.25,0.5,,,0,4,1,3,1,0,0,,0.5,1.0,0.333,1.0,,,0,1,5,5,3,4,0,5,2,4,2,0,0,2021,1.0,0.0,,0.6,0.5,0.25,0.5,,,,Branding & huisstijl,Specifiek buitenland,"Food, beverage & agriculture",Groei & nieuwe markten,,,False
cornerstones.nl,today,narrower,1.0,amusednext;barcolichttotaal;ces;cfkunststofprofielen;concurrent;desteiger;goedlicht;hak4t;hartighsoed;interrelatiegeschenken;ksh;kshkantoorartikelen;kshkantoorspecialisten;morizodesign;morrenhofjansen;olbaholland;peterrdevriesfoundation;plaggenmarsch;rickmeinenstudio;supremerelatiegeschenken,craft+channel,2,0.847,0.68,1.0,,,,,,,,,,,,,,,,,,,0,,20,20,,,12,16,1,0,0,0,0,2023,0.0,0.0,0.917,0.812,1.0,,,,,Webshop & e-commerceplatform,Webshop & e-commerce,Nederlandse stad of plaats,,,,,False
cotd.nl,today,narrower,2.429,gravelunion;impactloterij;kika;meewindkoers;moevevents;slowtriatlon;strongbabies,industry+craft+geo,3,1.0,0.52,0.556,0.5,0.5,,,,,,,,,,,,,,,,,0,,8,7,,,1,5,3,6,2,0,0,2025,0.0,0.571,1.0,0.6,0.667,0.5,0.5,,,"Branding, campagne & activatie",Campagnes & creatieve concepten,Heel Nederland (landelijk),"Nonprofits, charities & associations",Events & activaties,,,False
create-convert.nl,today,narrower,2.286,draisma;morgofolietechniek;ocdopleidingen;qdp;studioruigrok;wijverhurenprinters;yourdatacompany,channel,1,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,0,,13,7,,,4,1,0,2,0,0,0,2024,0.0,1.0,1.0,1.0,,0.5,,,,SEO & organische vindbaarheid,Campagnes & creatieve concepten,,"Construction, real estate & housing",,,,False
creatievecampagnes.nl,today,narrower,2.0,autoglans;noototheek;uwbloemenmannl,craft,1,,0.556,1.0,0.333,,,1.0,,,,,,,,,,,,,,,0,,3,3,,,0,3,1,3,0,0,1,2025,0.0,0.0,,0.667,1.0,0.333,,,1.0,,Social media content & beheer,Heel Nederland (landelijk),"Transport, logistics & automotive",,,Omvang in cijfers,False
dd-h.com,today,narrower,1.0,3mien;abben;aicalendar;andy;aura;bcaa;bestshot;bochkove2018;bochkove2020;bochkove2022;boncha;casamia;caviarvodka;chayka;citybrewing;citybrewingbeverage;citywebsite;colt45;craftbrewriots;docresearchinstitute;fahrenheitisotonic;fahrenheitstryker;fahrenheitvitamin;gorillabananas;gorillabubblegum;gorillaenergy;gorillaenergy2020;gorillaextra;gorillagummies;gorillajuice;gorillajuice2022;hoopfresh;idelia;ideliaketchup;impresto;kirton;kvartals;mastelli;mastercollection;maxjacks;mintberry;narach;obolon;oceanwest;pabst;perfectsmile;pershavarka;poetbardesign;poetbrewerypackaging;qurna2;reeva;revision5th;rollton;schlitz;sochniy;solignac;teteriv;udokancopperoxide;ukiecaptainwolf;vandal;vsevitamins;winerykrinica;zakarpatske;zakarpatskezero,,0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,0,,73,64,,,0,2,0,0,1,0,1,2024,0.0,0.0,,1.0,,,1.0,,1.0,,Branding & huisstijl,,,"Merk, huisstijl & verhaal",,Startup / jong / groeiend,False
0to9.nl_388,today,original340,1.143,bam;beequip;gemeenterotterdam;hagaziekenhuis;mpowered;nederlandmaritiemland;rotterdamschoolofmanagement,,0,,,,1.0,,,,,,,,,,,,,,,,,,0,,8,7,,,0,0,0,1,0,0,0,,0.0,0.0,,,,1.0,,,,,,,Finance & insurance,,,,False
100procent.nl_389,today,original340,1.25,carglass;hansanders;justeattakeway;nrc,,0,1.0,0.333,,,0.5,,,,,,,,,,,,,,,,,0,,4,4,,,1,3,0,0,2,0,0,,0.0,0.25,1.0,0.333,,,0.5,,,"E-mail, CRM & marketing automation",UX/UI & interface design,,,Personeel werven & werkgeversmerk,,,True
alexander-van-der-kooij,today,original340,1.588,bedrijfsverlichtingnl;dannykortekaas;ecommerce;foryougifts;injectablesbookingnl;koffieservicebollenstreek;laurens;leonidasbonbons;lizaabdo;markpuik;muntstad;nicewarm;nikkisondag;sentinels;sonnygrimbergen;stephanievanamerongen;yonidebondt,industry+job+channel,3,0.34,0.333,1.0,0.556,0.556,,,,,,,,,,,,,,,,,1,,34,17,,,10,9,1,3,3,0,0,,0.0,0.471,0.5,0.444,1.0,0.667,0.667,,,SEO & organische vindbaarheid,SEO & vindbaarheid,Internationaal / wereldwijd,Retail & e-commerce (general consumer goods),Beter vindbaar in Google,,,False
aliciadupre,today,original340,1.8,bierbrouwerijwentersch;certificeringnieuwlab;dutchmasterroasters;dutchsmartindustries;hetweurden;internationaalverhuisbedrijf;internationalekledingwinkel;lokalekledingwinkel;prachtigzacht;prachtingzacht,craft+job+geo,3,0.28,0.3,0.625,0.25,0.556,1.0,,,,,,,,,,,,,,,,0,,12,10,,,5,10,4,8,3,2,0,,0.0,0.2,0.4,0.5,0.75,0.375,0.667,1.0,,"SEA, display & overige paid advertising",Branding & huisstijl,Internationaal / wereldwijd,"Fashion, beauty & personal goods",Naamsbekendheid & zichtbaarheid,Webshop consumenten (D2C),,False
